order_id,user_id,item_id,price,created
226,619,i0015,2700,2022/12/15 4:28:26
227,805,i0015,2700,2022/12/15 4:30:21
262,146,i0015,2700,2022/12/17 13:16:12
264,453,i0015,2700,2022/12/17 15:16:56
316,59,i0015,2700,2022/12/20 10:55:28
322,351,i0015,2700,2022/12/20 16:56:59
366,264,i0015,2700,2022/12/23 6:42:23
383,534,i0015,2700,2022/12/24 7:14:27
384,793,i0015,2700,2022/12/24 7:54:09
430,845,i0015,2700,2022/12/27 17:43:49
484,715,i0015,2700,2022/12/30 23:40:28
74,916,i0016,1900,2022/12/05 11:25:09
103,907,i0016,1900,2022/12/07 14:06:44
152,241,i0016,1900,2022/12/10 10:53:46
170,488,i0016,1900,2022/12/11 11:19:24
222,322,i0016,1900,2022/12/15 0:19:12
311,683,i0016,1900,2022/12/20 7:35:41
338,108,i0016,1900,2022/12/22 0:41:46
345,502,i0016,1900,2022/12/22 8:19:18
436,503,i0016,1900,2022/12/28 6:38:35
437,200,i0016,1900,2022/12/28 8:04:45
471,755,i0016,1900,2022/12/30 5:14:28
101,153,i0017,6900,2022/12/07 6:26:20
275,232,i0017,6900,2022/12/18 10:39:02
49,557,i0018,5300,2022/12/03 13:50:46
232,97,i0019,1000,2022/12/15 9:56:12
421,986,i0019,1000,2022/12/26 17:35:07
456,836,i0019,1000,2022/12/29 7:59:05
13,375,i0020,2800,2022/12/01 15:01:06
48,305,i0020,2800,2022/12/03 13:49:07
120,510,i0020,2800,2022/12/08 12:04:06
125,249,i0020,2800,2022/12/08 15:17:26
168,258,i0020,2800,2022/12/11 10:43:39
178,582,i0020,2800,2022/12/12 1:57:55
182,83,i0020,2800,2022/12/12 4:45:10
197,412,i0020,2800,2022/12/13 1:47:07
228,265,i0020,2800,2022/12/15 5:22:18
253,38,i0020,2800,2022/12/16 19:07:04
346,403,i0020,2800,2022/12/22 8:23:37
354,893,i0020,2800,2022/12/22 14:48:40
397,668,i0020,2800,2022/12/24 20:23:24
401,199,i0020,2800,2022/12/25 0:21:31
417,809,i0020,2800,2022/12/26 5:20:14
444,789,i0020,2800,2022/12/28 18:53:17
451,618,i0020,2800,2022/12/29 3:37:14
455,298,i0020,2800,2022/12/29 6:50:57
467,216,i0020,2800,2022/12/30 0:07:08
474,912,i0020,2800,2022/12/30 9:47:48
20,939,i0021,5200,2022/12/01 20:45:28
42,300,i0021,5200,2022/12/03 3:27:51
46,6,i0021,5200,2022/12/03 10:23:40
473,620,i0021,5200,2022/12/30 8:54:20
117,111,i0022,6600,2022/12/08 1:13:11
17,862,i0023,1800,2022/12/01 19:40:14
45,606,i0023,1800,2022/12/03 10:12:56
58,454,i0023,1800,2022/12/04 9:02:53
63,392,i0023,1800,2022/12/04 14:22:50
75,746,i0023,1800,2022/12/05 11:42:18
112,441,i0023,1800,2022/12/07 22:27:56
131,402,i0023,1800,2022/12/09 2:30:23
175,330,i0023,1800,2022/12/11 19:28:14
192,911,i0023,1800,2022/12/12 18:09:24
203,836,i0023,1800,2022/12/13 11:44:41
207,716,i0023,1800,2022/12/13 18:39:00
289,785,i0023,1800,2022/12/19 3:01:30
292,894,i0023,1800,2022/12/19 11:47:30
308,634,i0023,1800,2022/12/19 23:28:21
327,151,i0023,1800,2022/12/21 2:38:28
361,743,i0023,1800,2022/12/23 2:34:19
394,179,i0023,1800,2022/12/24 19:26:37
443,647,i0023,1800,2022/12/28 18:10:31
123,6,i0024,1100,2022/12/08 14:29:26
133,204,i0024,1100,2022/12/09 7:41:55
423,345,i0024,1100,2022/12/26 19:14:58
428,893,i0024,1100,2022/12/27 16:31:28
26,967,i0025,2100,2022/12/02 14:26:04
68,3,i0025,2100,2022/12/04 23:55:20
93,53,i0025,2100,2022/12/06 16:52:46
104,248,i0025,2100,2022/12/07 14:56:32
108,670,i0025,2100,2022/12/07 20:21:07
139,694,i0025,2100,2022/12/09 14:17:54
156,959,i0025,2100,2022/12/10 16:18:03
176,841,i0025,2100,2022/12/11 19:44:01
205,734,i0025,2100,2022/12/13 15:48:34
248,726,i0025,2100,2022/12/16 7:15:24
295,585,i0025,2100,2022/12/19 13:11:08
330,108,i0025,2100,2022/12/21 13:28:37
374,964,i0025,2100,2022/12/23 19:03:31
380,78,i0025,2100,2022/12/24 1:58:32
386,41,i0025,2100,2022/12/24 12:33:50
418,878,i0025,2100,2022/12/26 8:51:21
470,419,i0025,2100,2022/12/30 4:10:26
96,120,i0026,1200,2022/12/06 21:04:28
218,848,i0026,1200,2022/12/14 12:52:53
335,472,i0026,1200,2022/12/21 20:45:34
128,946,i0027,4100,2022/12/08 20:42:31
204,978,i0027,4100,2022/12/13 12:32:01
245,735,i0027,4100,2022/12/16 4:59:27
270,297,i0027,4100,2022/12/18 0:05:10
396,671,i0027,4100,2022/12/24 20:17:12
447,142,i0027,4100,2022/12/29 1:22:03
9,618,i0028,2400,2022/12/01 8:44:12
24,285,i0028,2400,2022/12/02 11:04:36
51,66,i0028,2400,2022/12/03 19:20:28
62,183,i0028,2400,2022/12/04 13:15:40
69,606,i0028,2400,2022/12/05 1:41:40
86,714,i0028,2400,2022/12/06 6:30:43
100,404,i0028,2400,2022/12/07 1:47:02
115,162,i0028,2400,2022/12/07 23:31:02
132,97,i0028,2400,2022/12/09 5:57:18
161,578,i0028,2400,2022/12/10 22:56:12
263,529,i0028,2400,2022/12/17 14:33:31
283,58,i0028,2400,2022/12/18 20:06:48
297,782,i0028,2400,2022/12/19 13:24:21
298,594,i0028,2400,2022/12/19 14:30:08
304,733,i0028,2400,2022/12/19 19:23:20
349,242,i0028,2400,2022/12/22 11:23:09
410,986,i0028,2400,2022/12/25 15:33:39
458,480,i0028,2400,2022/12/29 11:09:01
251,383,i0029,800,2022/12/16 13:32:32
284,958,i0029,800,2022/12/18 21:57:50
4,949,i0030,3900,2022/12/01 5:12:04
54,946,i0030,3900,2022/12/04 0:15:25
171,913,i0030,3900,2022/12/11 12:05:14
215,737,i0030,3900,2022/12/14 7:46:07
305,734,i0030,3900,2022/12/19 22:03:34
5,512,i0031,2500,2022/12/01 6:26:05
53,520,i0031,2500,2022/12/03 21:59:58
87,314,i0031,2500,2022/12/06 11:57:28
144,889,i0031,2500,2022/12/09 22:39:50
147,983,i0031,2500,2022/12/10 2:16:44
183,334,i0031,2500,2022/12/12 4:49:34
206,802,i0031,2500,2022/12/13 16:58:23
259,510,i0031,2500,2022/12/17 4:25:32
309,689,i0031,2500,2022/12/20 0:37:46
314,41,i0031,2500,2022/12/20 9:38:08
321,886,i0031,2500,2022/12/20 15:47:56
323,246,i0031,2500,2022/12/20 20:15:51
325,218,i0031,2500,2022/12/20 23:46:20
328,642,i0031,2500,2022/12/21 3:18:56
339,889,i0031,2500,2022/12/22 1:48:17
341,388,i0031,2500,2022/12/22 2:53:11
382,265,i0031,2500,2022/12/24 6:02:37
402,995,i0031,2500,2022/12/25 0:56:43
412,460,i0031,2500,2022/12/25 16:06:35
434,761,i0031,2500,2022/12/28 3:22:41
457,61,i0031,2500,2022/12/29 10:48:23
468,844,i0031,2500,2022/12/30 0:25:08
47,926,i0032,1600,2022/12/03 10:53:46
106,87,i0032,1600,2022/12/07 17:16:02
116,583,i0032,1600,2022/12/08 0:48:52
302,381,i0032,1600,2022/12/19 18:24:39
369,864,i0032,1600,2022/12/23 11:39:23
420,6,i0032,1600,2022/12/26 11:42:07
472,512,i0032,1600,2022/12/30 8:31:26
157,491,i0033,10000,2022/12/10 18:09:25
224,966,i0033,10000,2022/12/15 1:58:52
14,734,i0034,3100,2022/12/01 15:56:37
94,942,i0034,3100,2022/12/06 18:27:05
124,830,i0034,3100,2022/12/08 14:35:37
221,411,i0034,3100,2022/12/14 22:36:41
340,327,i0034,3100,2022/12/22 2:39:57
347,618,i0034,3100,2022/12/22 9:35:31
357,41,i0034,3100,2022/12/22 15:47:43
398,646,i0034,3100,2022/12/24 21:30:49
406,990,i0034,3100,2022/12/25 5:12:15
453,531,i0034,3100,2022/12/29 6:16:28
118,405,i0035,3300,2022/12/08 6:54:11
143,485,i0035,3300,2022/12/09 20:53:08
153,332,i0035,3300,2022/12/10 10:55:24
173,142,i0035,3300,2022/12/11 17:11:37
185,339,i0035,3300,2022/12/12 7:13:11
211,751,i0035,3300,2022/12/14 2:17:17
278,389,i0035,3300,2022/12/18 13:58:45
318,301,i0035,3300,2022/12/20 11:31:07
358,909,i0035,3300,2022/12/22 16:38:51
465,946,i0035,3300,2022/12/29 22:04:36
89,49,i0036,4900,2022/12/06 13:19:28
236,561,i0036,4900,2022/12/15 14:27:12
238,205,i0036,4900,2022/12/15 15:43:56
242,356,i0036,4900,2022/12/15 20:13:03
307,652,i0036,4900,2022/12/19 23:23:21
395,796,i0036,4900,2022/12/24 19:42:41
271,37,i0037,13100,2022/12/18 1:30:00
7,624,i0038,2200,2022/12/01 7:40:49
140,645,i0038,2200,2022/12/09 15:05:24
142,517,i0038,2200,2022/12/09 18:09:18
148,135,i0038,2200,2022/12/10 5:48:00
159,590,i0038,2200,2022/12/10 21:16:39
162,773,i0038,2200,2022/12/11 0:09:29
164,964,i0038,2200,2022/12/11 3:05:39
196,700,i0038,2200,2022/12/13 1:37:02
282,810,i0038,2200,2022/12/18 16:28:35
286,292,i0038,2200,2022/12/18 23:27:51
320,997,i0038,2200,2022/12/20 15:07:28
478,922,i0038,2200,2022/12/30 16:25:31
8,702,i0040,8600,2022/12/01 7:52:30
210,721,i0040,8600,2022/12/14 0:42:06
31,245,i0041,4600,2022/12/02 16:00:14
99,518,i0041,4600,2022/12/06 23:34:00
160,595,i0041,4600,2022/12/10 22:40:41
193,678,i0041,4600,2022/12/12 18:36:12
409,567,i0041,4600,2022/12/25 12:54:47
61,391,i0042,100,2022/12/04 13:07:16
266,369,i0042,100,2022/12/17 18:28:21
136,514,i0043,6300,2022/12/09 12:09:35
151,781,i0043,6300,2022/12/10 10:41:48
81,825,i0044,8700,2022/12/05 22:41:54
172,123,i0044,8700,2022/12/11 12:07:05
301,589,i0044,8700,2022/12/19 16:32:38
312,442,i0044,8700,2022/12/20 8:34:03
464,702,i0044,8700,2022/12/29 20:13:26
225,136,i0045,400,2022/12/15 2:48:06
375,913,i0045,400,2022/12/23 20:36:19
435,743,i0045,400,2022/12/28 3:53:42
477,548,i0045,400,2022/12/30 13:29:57
83,135,i0046,5700,2022/12/06 1:11:24
390,814,i0046,5700,2022/12/24 15:47:55
440,94,i0046,5700,2022/12/28 15:53:24
214,116,i0047,7000,2022/12/14 6:26:56
32,596,i0048,3700,2022/12/02 16:44:26
43,261,i0048,3700,2022/12/03 6:32:41
52,328,i0048,3700,2022/12/03 19:29:54
57,580,i0048,3700,2022/12/04 8:34:17
146,268,i0048,3700,2022/12/10 0:01:38
181,449,i0048,3700,2022/12/12 4:17:05
220,685,i0048,3700,2022/12/14 22:33:43
11,160,i0049,4300,2022/12/01 11:01:49
22,476,i0049,4300,2022/12/02 0:03:01
217,426,i0049,4300,2022/12/14 11:12:05
422,717,i0049,4300,2022/12/26 18:54:17
363,579,i0051,6200,2022/12/23 4:33:46
121,500,i0052,9500,2022/12/08 12:17:56
337,970,i0052,9500,2022/12/21 23:28:57
368,729,i0052,9500,2022/12/23 8:56:30
126,276,i0054,5800,2022/12/08 18:30:08
169,483,i0054,5800,2022/12/11 11:18:55
419,676,i0054,5800,2022/12/26 10:59:29
371,449,i0055,500,2022/12/23 15:26:52
424,229,i0055,500,2022/12/26 22:57:29
72,317,i0057,3400,2022/12/05 7:23:37
107,149,i0057,3400,2022/12/07 17:25:23
165,513,i0057,3400,2022/12/11 4:20:41
258,483,i0057,3400,2022/12/17 4:16:19
360,193,i0057,3400,2022/12/23 0:42:30
408,162,i0057,3400,2022/12/25 8:48:34
454,709,i0057,3400,2022/12/29 6:24:23
64,408,i0058,4700,2022/12/04 19:51:54
299,880,i0058,4700,2022/12/19 14:56:28
158,232,i0059,4200,2022/12/10 20:10:56
166,893,i0059,4200,2022/12/11 8:10:14
373,335,i0059,4200,2022/12/23 19:01:05
427,502,i0059,4200,2022/12/27 15:44:38
260,20,i0060,7100,2022/12/17 7:59:28
15,117,i0061,5500,2022/12/01 18:00:38
279,811,i0061,5500,2022/12/18 14:49:22
285,919,i0061,5500,2022/12/18 22:08:27
288,300,i0061,5500,2022/12/19 2:36:55
367,197,i0061,5500,2022/12/23 7:27:38
348,939,i0063,5000,2022/12/22 11:20:58
353,306,i0063,5000,2022/12/22 14:25:26
16,893,i0064,4800,2022/12/01 19:15:01
97,770,i0064,4800,2022/12/06 21:32:19
216,762,i0064,4800,2022/12/14 10:37:40
446,988,i0064,4800,2022/12/28 23:12:26
329,26,i0065,7500,2022/12/21 5:11:49
19,560,i0066,4400,2022/12/01 20:34:13
119,1,i0066,4400,2022/12/08 11:05:19
189,588,i0066,4400,2022/12/12 16:56:01
377,293,i0066,4400,2022/12/23 22:11:33
433,400,i0066,4400,2022/12/28 0:53:13
21,852,i0067,600,2022/12/01 21:19:48
234,920,i0067,600,2022/12/15 11:16:15
274,958,i0067,600,2022/12/18 9:41:30
237,617,i0068,3600,2022/12/15 14:41:17
257,423,i0068,3600,2022/12/17 2:10:20
276,565,i0068,3600,2022/12/18 10:48:01
296,857,i0068,3600,2022/12/19 13:21:08
333,782,i0068,3600,2022/12/21 15:50:26
336,767,i0068,3600,2022/12/21 22:00:10
414,695,i0068,3600,2022/12/25 23:02:58
483,924,i0069,8500,2022/12/30 22:02:46
23,86,i0071,4500,2022/12/02 7:10:07
27,298,i0071,4500,2022/12/02 14:28:25
102,902,i0071,4500,2022/12/07 8:43:14
240,64,i0071,4500,2022/12/15 18:18:28
85,721,i0072,5600,2022/12/06 4:51:42
198,866,i0072,5600,2022/12/13 2:18:51
79,788,i0073,7200,2022/12/05 13:36:55
254,212,i0074,7900,2022/12/16 20:41:25
273,9,i0074,7900,2022/12/18 8:33:28
426,938,i0074,7900,2022/12/27 8:32:07
50,988,i0075,6100,2022/12/03 15:11:49
350,923,i0075,6100,2022/12/22 12:19:17
393,708,i0075,6100,2022/12/24 18:17:20
195,783,i0077,7400,2022/12/12 23:57:12
167,11,i0078,8900,2022/12/11 9:11:10
191,822,i0078,8900,2022/12/12 17:55:05
372,661,i0078,8900,2022/12/23 17:43:56
113,698,i0079,11100,2022/12/07 22:34:54
135,738,i0079,11100,2022/12/09 11:33:56
255,109,i0079,11100,2022/12/16 22:20:00
432,987,i0080,9000,2022/12/27 22:58:45
35,909,i0082,4000,2022/12/02 19:49:48
84,86,i0082,4000,2022/12/06 1:52:41
244,838,i0082,4000,2022/12/16 4:04:30
246,428,i0082,4000,2022/12/16 5:44:13
370,668,i0082,4000,2022/12/23 11:51:15
66,661,i0084,10800,2022/12/04 21:44:31
277,781,i0084,10800,2022/12/18 13:30:42
65,778,i0085,3800,2022/12/04 19:56:12
150,15,i0085,3800,2022/12/10 9:05:58
180,233,i0085,3800,2022/12/12 4:16:53
187,543,i0085,3800,2022/12/12 13:05:29
247,819,i0085,3800,2022/12/16 6:46:46
268,735,i0085,3800,2022/12/17 20:06:23
392,798,i0085,3800,2022/12/24 17:55:29
399,174,i0085,3800,2022/12/24 22:59:24
249,626,i0086,8100,2022/12/16 8:51:23
425,442,i0086,8100,2022/12/27 7:50:17
78,581,i0088,6000,2022/12/05 13:28:39
41,678,i0089,11300,2022/12/03 3:11:42
293,955,i0090,8400,2022/12/19 12:10:00
476,168,i0094,6400,2022/12/30 12:49:10
480,631,i0097,10500,2022/12/30 16:48:24
231,742,i0100,0,2022/12/15 9:18:19
67,823,i0102,16000,2022/12/04 22:23:06
137,781,i0103,10300,2022/12/09 12:11:36
243,906,i0103,10300,2022/12/16 3:04:10
91,686,i0104,900,2022/12/06 15:06:54
111,346,i0105,7300,2022/12/07 22:22:55
415,623,i0105,7300,2022/12/26 0:58:18
413,500,i0106,9900,2022/12/25 16:33:44
290,771,i0107,7700,2022/12/19 3:48:50
109,508,i0108,5400,2022/12/07 21:59:34
184,791,i0108,5400,2022/12/12 5:35:12
319,709,i0108,5400,2022/12/20 13:43:41
163,350,i0112,7600,2022/12/11 1:43:20
294,70,i0112,7600,2022/12/19 12:42:20
429,270,i0114,9700,2022/12/27 17:36:45
269,699,i0122,10100,2022/12/17 20:12:16
174,887,i0124,13000,2022/12/11 19:21:39
351,978,i0125,10200,2022/12/22 13:33:59
179,788,i0126,10400,2022/12/12 3:24:58
331,559,i0127,10900,2022/12/21 14:36:18
332,341,i0129,9600,2022/12/21 14:51:19
359,792,i0129,9600,2022/12/22 22:05:27
438,309,i0133,12000,2022/12/28 12:09:43
272,462,i0134,13200,2022/12/18 4:03:17
